image_path,source_dataset,original_label,normalized_label,label_source,confidence,verification_status
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Shirts_Polos-id_00005940-01_2_side.jpg,deepfashion,"The sweater the guy wears has long sleeves, its fabric is cotton, and it has lattice patterns.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00003228-12_3_back.jpg,deepfashion,"The T-shirt this gentleman wears has short sleeves, its fabric is cotton, and it has pure color patterns.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00006531-02_1_front.jpg,deepfashion,"Her shirt has long sleeves, cotton fabric and graphic patterns. The neckline of it is lapel. This person wears a three-point pants. The pants are with",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Cardigans-id_00000217-02_1_front.jpg,deepfashion,The female wears a long-sleeve sweater with pure color patterns and a three-point pants. The sweater is with cotton fabric. The neckline of the sweate,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Rompers_Jumpsuits-id_00002385-03_3_back.jpg,deepfashion,"The tank top the female wears has sleeves cut off and it is with cotton fabric and graphic patterns. The female wears a long pants, with cotton fabric",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Sweaters-id_00004412-04_2_side.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and graphic patterns. The neckline of it is lapel. The lower clothing is of three-point length. The",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Shirts_Polos-id_00004713-03_4_full.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and graphic patterns. It has a lapel neckline. The lower clothing is of long length. The fabric is ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Skirts-id_00001503-06_4_full.jpg,deepfashion,This lady wears a long-sleeve sweater with solid color patterns and a three-point skirt. The sweater is with cotton fabric and its neckline is crew. T,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00004810-03_3_back.jpg,deepfashion,The shirt this person wears has medium sleeves and it is with cotton fabric and pure color patterns. The lady is wearing a ring on her finger.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00003343-16_3_back.jpg,deepfashion,The tank top the lady wears has no sleeves and it is with cotton fabric and solid color patterns.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00000771-03_2_side.jpg,deepfashion,"The upper clothing has sleeves cut off, cotton fabric and solid color patterns. It has a suspenders neckline.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00002642-02_7_additional.jpg,deepfashion,"The upper clothing has no sleeves, cotton fabric and striped patterns. It has a round neckline. This female wears a ring.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Shorts-id_00004066-02_1_front.jpg,deepfashion,The person wears a sleeveless tank top with pure color patterns. The tank top is with cotton fabric. It has a round neckline. The person wears a three,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Graphic_Tees-id_00001330-01_1_front.jpg,deepfashion,The person is wearing a short-sleeve shirt with graphic patterns. The shirt is with cotton fabric. The neckline of the shirt is crew. The lady is wear,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00006815-02_1_front.jpg,deepfashion,"The upper clothing has short sleeves, cotton fabric and graphic patterns. It has a round neckline. There is a ring on her finger. There is an accessor",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Jackets_Coats-id_00002636-02_3_back.jpg,deepfashion,This female wears a long-sleeve shirt with pure color patterns. The shirt is with cotton fabric and its neckline is stand. This lady also wears an out,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Sweaters-id_00001727-01_1_front.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and pure color patterns. The neckline of it is stand. This woman also wears an outer clothing, with",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00001297-02_3_back.jpg,deepfashion,This female wears a three-point shorts. The shorts are with cotton fabric and graphic patterns. There is an accessory in his her neck.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00006846-02_1_front.jpg,deepfashion,The person is wearing a tank tank shirt with graphic patterns. The tank shirt is with cotton fabric. It has a crew neckline. There is an accessory on ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Jackets_Vests-id_00005528-08_1_front.jpg,deepfashion,This person is wearing a long-sleeve sweater with solid color patterns. The sweater is with cotton fabric and its neckline is lapel. This guy also wea,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00004840-03_2_side.jpg,deepfashion,"Her shirt has short sleeves, cotton fabric and solid color patterns.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00006679-03_7_additional.jpg,deepfashion,The tank top the female wears has sleeves cut off and its fabric is cotton. The pattern of it is graphic. The person has neckwear.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00001890-04_1_front.jpg,deepfashion,This female wears a sleeveless tank shirt with graphic patterns. The tank shirt is with cotton fabric. The neckline of the tank shirt is stand. The pe,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00002512-03_1_front.jpg,deepfashion,The person wears a long-sleeve shirt with graphic patterns. The shirt is with cotton fabric. The neckline of the shirt is crew. There is an accessory ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Graphic_Tees-id_00002066-01_1_front.jpg,deepfashion,This lady wears a short-sleeve T-shirt with graphic patterns. The T-shirt is with cotton fabric and its neckline is crew. There is an accessory on her,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00004743-02_1_front.jpg,deepfashion,"Her tank top has sleeves cut off, cotton fabric and stripe patterns. It has a round neckline. The shorts the lady wears is of three-point length. The ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00001286-03_3_back.jpg,deepfashion,The person is wearing a sleeveless tank shirt with striped patterns. The tank shirt is with cotton fabric. The trousers the person wears is of three-q,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00001583-02_4_full.jpg,deepfashion,The tank top this lady wears has no sleeves and its fabric is cotton. The pattern of it is graphic. It has a suspenders neckline. This lady wears a th,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00006209-03_7_additional.jpg,deepfashion,"The upper clothing has long sleeves, cotton fabric and graphic patterns.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00005017-41_4_full.jpg,deepfashion,This person wears a short-sleeve T-shirt with pure color patterns and a long trousers. The T-shirt is with cotton fabric. The neckline of the T-shirt ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00004494-02_1_front.jpg,deepfashion,"The upper clothing has short sleeves, cotton fabric and floral patterns. The neckline of it is crew. The lower clothing is of long length. The fabric ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00004117-11_1_front.jpg,deepfashion,"His shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is v-shape.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00003148-01_2_side.jpg,deepfashion,"The upper clothing has short sleeves, cotton fabric and graphic patterns. It has a crew neckline.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00006394-08_1_front.jpg,deepfashion,The person wears a sleeveless tank shirt with pure color patterns and a long pants. The tank shirt is with cotton fabric. The neckline of the tank shi,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00003470-05_2_side.jpg,deepfashion,"The upper clothing has sleeves cut off, cotton fabric and pure color patterns. There is an accessory on his wrist.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00005649-05_2_side.jpg,deepfashion,The female wears a short-sleeve T-shirt with solid color patterns and a three-point pants. The T-shirt is with cotton fabric and its neckline is crew.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00004930-02_1_front.jpg,deepfashion,This female wears a long-sleeve sweater with graphic patterns and three-point pants. The sweater is with cotton fabric and it has a round neckline. Th,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Sweaters-id_00004655-01_7_additional.jpg,deepfashion,"The upper clothing has long sleeves, knitting fabric and stripe patterns. It has a lapel neckline. The lower clothing is of three-point length. The fa",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00000480-02_3_back.jpg,deepfashion,The lady is wearing a tank tank top with solid color patterns and a three-point pants. The tank top is with cotton fabric. The pants are with cotton f,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00006717-07_7_additional.jpg,deepfashion,The female wears a sleeveless tank shirt with solid color patterns. The tank shirt is with cotton fabric. The neckline of the tank shirt is suspenders,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweaters-id_00002241-01_3_back.jpg,deepfashion,"The upper clothing has short sleeves, cotton fabric and graphic patterns. The neckline of it is lapel.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00003687-18_2_side.jpg,deepfashion,The female is wearing a sleeveless tank top with solid color patterns. The tank top is with cotton fabric. The neckline of the tank top is suspenders.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Jackets_Coats-id_00004891-02_7_additional.jpg,deepfashion,"The upper clothing has long sleeves, mixed fabric and mixed patterns. The lower clothing is of three-quarter length. The fabric is cotton and it has p",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Shorts-id_00001386-02_1_front.jpg,deepfashion,The lady wears a long-sleeve sweater with pure color patterns and a three-point pants. The sweater is with cotton fabric and its neckline is crew. The,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00007073-02_7_additional.jpg,deepfashion,The shirt the gentleman wears has short sleeves and its fabric is cotton. The pattern of it is pure color.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00006323-02_2_side.jpg,deepfashion,"The upper clothing has no sleeves, cotton fabric and pure color patterns. The lower clothing is of three-point length. The fabric is cotton and it has",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00001571-05_3_back.jpg,deepfashion,The T-shirt the person wears has short sleeves and it is with cotton fabric and solid color patterns. There is an accessory on his wrist.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Shorts-id_00005999-04_1_front.jpg,deepfashion,The female is wearing a sleeveless tank shirt with graphic patterns and a three-point pants. The tank shirt is with cotton fabric. The neckline of the,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00002294-01_3_back.jpg,deepfashion,This lady wears a tank tank shirt with graphic patterns and long pants. The tank shirt is with cotton fabric. The pants are with cotton fabric and gra,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00007568-04_7_additional.jpg,deepfashion,The lady wears a tank tank shirt with stripe patterns. The tank shirt is with cotton fabric. There is a ring on her finger. There is an accessory in h,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Sweatshirts_Hoodies-id_00004591-01_2_side.jpg,deepfashion,"The shirt this woman wears has long sleeves and it is with knitting fabric and graphic patterns. This woman wears a three-point shorts, with cotton fa",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Sweatshirts_Hoodies-id_00000246-02_2_side.jpg,deepfashion,The lady is wearing a long-sleeve shirt with graphic patterns. The shirt is with cotton fabric. The neckline of the shirt is crew. This woman is weari,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00005768-03_1_front.jpg,deepfashion,The tank top the lady wears has sleeves cut off and it is with cotton fabric and pure color patterns. The neckline of the tank top is round. The lady ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Skirts-id_00006584-03_1_front.jpg,deepfashion,This female wears a tank tank shirt with solid color patterns and three-point skirt. The tank shirt is with cotton fabric and it has a crew neckline. ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00004280-08_7_additional.jpg,deepfashion,"Her tank top has sleeves cut off, cotton fabric and solid color patterns. This woman has neckwear. There is an accessory on her wrist.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00002821-05_3_back.jpg,deepfashion,"Her T-shirt has short sleeves, cotton fabric and pure color patterns. There is an accessory in his her neck. This woman is wearing a ring on her finge",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00000296-04_1_front.jpg,deepfashion,This guy is wearing a short-sleeve T-shirt with solid color patterns. The T-shirt is with cotton fabric. It has a round neckline. There is an accessor,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Sweaters-id_00003427-08_1_front.jpg,deepfashion,The T-shirt the person wears has short sleeves and it is with cotton fabric and graphic patterns. The neckline of the T-shirt is lapel. The guy wears ,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00001368-15_3_back.jpg,deepfashion,"The shirt the person wears has short sleeves, its fabric is cotton, and it has pure color patterns.",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Blouses_Shirts-id_00007544-05_2_side.jpg,deepfashion,This woman is wearing a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric and its neckline is lapel. The lady wears,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00005337-02_3_back.jpg,deepfashion,"The shirt the lady wears has short sleeves and its fabric is cotton. The pattern of it is solid color. The lady wears a three-quarter pants, with leat",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00002057-02_7_additional.jpg,deepfashion,"The tank top this lady wears has no sleeves, its fabric is cotton, and it has floral patterns. This lady wears a three-point pants, with cotton fabric",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00001602-04_1_front.jpg,deepfashion,The gentleman is wearing a short-sleeve shirt with stripe patterns. The shirt is with cotton fabric. The neckline of the shirt is round.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Cardigans-id_00000263-02_7_additional.jpg,deepfashion,This lady is wearing a long-sleeve sweater with striped patterns and a long trousers. The sweater is with cotton fabric. The trousers are with leather,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\MEN-Tees_Tanks-id_00004115-01_2_side.jpg,deepfashion,This person wears a tank tank top with color block patterns. The tank top is with cotton fabric and its neckline is crew.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00006399-02_1_front.jpg,deepfashion,"Her shirt has short sleeves, cotton fabric and solid color patterns. The neckline of it is crew. The pants the person wears is of three-point length. ",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00001286-04_3_back.jpg,deepfashion,"The tank shirt this woman wears has sleeves cut off and it is with cotton fabric and striped patterns. This woman wears a three-quarter trousers, with",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Jackets_Coats-id_00003567-01_1_front.jpg,deepfashion,"The upper clothing has no sleeves, cotton fabric and pure color patterns. The neckline of it is round. The lower clothing is of long length. The fabri",Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00000079-09_4_full.jpg,deepfashion,This woman is wearing a sleeveless tank shirt with color block patterns and a three-point shorts. The tank shirt is with cotton fabric. The neckline o,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Tees_Tanks-id_00007721-28_1_front.jpg,deepfashion,This woman wears a sleeveless tank shirt with pure color patterns. The tank shirt is with cotton fabric and its neckline is suspenders.,Cotton,caption_keyword,0.7,NOISY
C:\Users\sama\OneDrive\Desktop\naishtex\Textile\Backend\data\processed\material_deepfashion\Cotton\WOMEN-Dresses-id_00005783-05_7_additional.jpg,deepfashion,"The upper clothing has sleeves cut off, cotton fabric and solid color patterns. It has a suspenders neckline. The lower clothing is of three-point len",Cotton,caption_keyword,0.7,NOISY
